id,lat,lon,user,uid,version,changeset,timestamp
4224827783,32.7327575,-97.146221,Raven Vasquez,4055685,2,52057298,2017-09-15T04:51:46Z
4232153525,32.9997134,-96.8512868,Stephen214,4018842,1,39888383,2016-06-08T16:25:25Z
4236499724,33.0315469,-96.9343837,Stephen214,4018842,1,39942032,2016-06-10T21:00:58Z
4239145142,32.9783734,-96.8308325,Stephen214,4018842,1,39968549,2016-06-12T11:27:15Z
4245249607,32.9500481,-96.9069073,Stephen214,4018842,1,40050197,2016-06-15T23:55:57Z
4263573738,32.9276225,-96.8506496,Stephen214,4018842,1,40273262,2016-06-24T22:48:21Z
4291100613,33.0261148,-96.8171912,Stephen214,4018842,1,40579522,2016-07-08T17:03:12Z
4321301222,33.1046485,-96.7100722,Andrew Matheny,3265371,1,41040297,2016-07-26T15:11:43Z
4389594957,33.201412,-96.791412,gabis_telenav,2929338,1,41980977,2016-09-07T14:47:43Z
4392794640,32.7831417,-96.7895568,Stephen214,4018842,1,42013508,2016-09-08T21:51:33Z
4414041695,32.8981008,-96.7123237,Stephen214,4018842,1,42362070,2016-09-22T23:47:21Z
4415707340,33.2300678,-96.5888407,Stephen214,4018842,1,42394745,2016-09-23T22:18:22Z
4441021425,32.7307077,-97.1235848,RD1,2418762,1,42782869,2016-10-10T18:04:46Z
4458561218,32.963432,-96.8209523,Stephen214,4018842,1,43071173,2016-10-21T22:53:36Z
4461241855,32.6645755,-96.8304585,Stephen214,4018842,1,43114710,2016-10-24T05:52:52Z
4475979984,32.8779552,-96.8895732,homeslice60148,365944,1,43339109,2016-11-01T22:32:43Z
4497480077,32.8032551,-96.6402066,Stephen214,4018842,1,43590631,2016-11-12T21:40:18Z
4512270676,32.877407,-97.1362189,Stephen214,4018842,1,43824980,2016-11-20T16:01:14Z
4552531110,32.8103118,-96.7329671,afdreher,1110270,1,44375650,2016-12-13T16:09:35Z
4575011136,32.8800018,-96.6908335,mb32,2453063,1,44704313,2016-12-27T11:54:06Z
4589853372,32.7444313,-96.7556661,Andrew Matheny_import,4904442,1,44909794,2017-01-04T21:32:55Z
4591106628,32.8054093,-96.7761836,Andrew Matheny_import,4904442,1,44930082,2017-01-05T17:12:09Z
4591634559,32.8633703,-96.765304,Andrew Matheny_import,4904442,1,44939157,2017-01-05T23:18:31Z
4591751693,32.7816242,-96.7805403,Andrew Matheny_import,4904442,1,44940150,2017-01-06T00:29:40Z
4592822947,32.7971144,-96.7858821,Andrew Matheny_import,4904442,1,44956906,2017-01-06T16:14:07Z
4593625993,32.7953166,-96.7844561,Andrew Matheny_import,4904442,1,44970514,2017-01-07T00:19:57Z
4593655262,32.8054976,-96.7861407,Andrew Matheny_import,4904442,1,44970514,2017-01-07T00:39:37Z
4598790630,32.7777502,-96.7704734,Andrew Matheny_import,4904442,1,45037693,2017-01-09T21:32:00Z
4598879696,32.7669048,-96.7606217,Andrew Matheny_import,4904442,1,45038798,2017-01-09T22:30:23Z
4598943254,32.7549781,-96.755674,Andrew Matheny_import,4904442,1,45039474,2017-01-09T23:17:52Z
4599000410,32.7526311,-96.7483809,Andrew Matheny_import,4904442,1,45039905,2017-01-10T00:00:01Z
4600450946,32.7680677,-96.746166,Andrew Matheny_import,4904442,1,45061428,2017-01-10T20:47:52Z
4600463518,32.770383,-96.7507665,Andrew Matheny_import,4904442,1,45061428,2017-01-10T20:50:26Z
4600590109,32.8070893,-96.8719311,Andrew Matheny_import,4904442,1,45063491,2017-01-10T22:05:30Z
4600649827,32.8299603,-96.8560044,Andrew Matheny_import,4904442,1,45064315,2017-01-10T22:43:45Z
